,Device_ID,Event_ID,Event_start_time,Tags,Free_text,Name_of_cat,Weight_of_cat,Tare_weight,min_sum,max_sum,mean_sum,std_sum,duration_of_event,count_max_shift,count_min_shift
10,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo3NDBjM2U2OS0wOWZjLTQ2ODQtYTljMy05MTRiMzI0N2RiOWY=,2020-08-05T06:31:02-05:00,"['urination', 'cat in box']","6:33:03	6:33:57	Confirmed activity, cat in the box, urination",Ryan,6664,,5111,12530,9642.30485,3163.035606,153.575,9,8
11,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo3NjhhZDFlMi02NzIyLTQyYjQtOWJkOC00ZjQ3YjE4ODU1MGM=,2020-09-07T07:37:13-05:00,"['non_elimination', 'cat in box']",,Ryan,6224,,7395,15461,9771.965328,3025.560413,219.174931,16,78
12,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo3YjBhOWUzYi02MDk3LTRiZWUtYTU5MC1hZmU5OTg1ZDg1ZmI=,2020-08-13T03:43:43-05:00,"['cat in box', 'synapse_labeled', 'urination']","3:44:42	3:46:27	Confirmed activity, cat in the box, urination",Ryan,7090,,6048,14159,10617.56397,3348.981449,152.77496,41,25
13,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo4N2QzZDdiNC1jMDdjLTRmZDgtOWVmMC04OTk2OWUzZDdjMjk=,2020-09-02T15:52:36-05:00,"['cat in box', 'urination']",,Ryan,6465,,8421,15899,10889.84101,3153.448834,91.174945,19,3
14,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo4ODdhNDk0Ni03MDdhLTQ1OGUtYWZmNi0wYmY0YzhlMTFhNGQ=,2020-07-20T04:38:47-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","4:39:28	4:40:17	Confirmed activity, cat in the box, non-elimination",Ryan,6213,,7994,16501,11118.77989,3167.963595,110.375,0,0
15,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo4Y2QyYjU0NC1kYmZjLTQzMzQtOTBhZC1kNjE4NTAyOWNjNWQ=,2020-07-19T12:33:25-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","12:33:50	12:34:49	Confirmed activity, cat in the box, non-elimination",Ryan,7057,,8342,15904,13613.0225,2838.373449,59.975,0,0
16,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo4YTMwNDBjNi01ZjY0LTRhMzgtYTU2My01NWE3MmNjZDVkZTE=,2020-09-04T03:44:12-05:00,"['cat in box', 'urination']",,Ryan,5167,,8823,15802,11475.34661,2716.803292,95.974932,0,16
17,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo4YWY3NzE3Yi02NjdjLTQyOTgtODI2MC1hZTE1YzExODhhZGM=,2020-07-16T04:07:20-05:00,"['cat in box', 'synapse_labeled', 'urination']","4:07:03	4:08:35	Confirmed activity, cat in the box, urination",Ryan,7154,,5451,14134,8626.803741,3546.019313,105.575,11,5
18,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo4ZjRkZTJkNi1kNmE5LTQzZjctYmEyOC02OWI4ZjBkZmVmMGM=,2020-08-11T04:52:13-05:00,"['cat in box', 'synapse_labeled', 'urination']","4:52:51	4:54:25	Confirmed activity, cat in the box, urination",Ryan,7160,,4975,12877,9228.491013,3471.494981,122.374934,3,6
19,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo4ZWM3ODk0MS03YTY5LTQ5NzgtYWRmYi00ZTY1MzRmYzQ2NDk=,2020-07-19T20:48:12-05:00,"['cat in box', 'synapse_labeled', 'urination']","20:48:46	20:49:53	Confirmed activity, cat in the box, urination",Ryan,7095,,8355,16368,11972.02611,3396.519595,116.775,0,0
20,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo5MTE0ZjQ4OS1hZDk2LTRmYzMtYjAxNC01OTQ1MTRlODg5ZTA=,2020-08-06T10:08:05-05:00,"['cat in box', 'synapse_labeled', 'defecation']","10:08:11	10:10:53	Confirmed activity, cat in the box, defecation",Ryan,6933,,4862,12939,9496.371189,3155.802273,163.975,60,73
21,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo5N2RmZDdhMy1jYjJmLTQ5OWMtYTAxMC1iMTRjMmM3NTAyMmE=,2020-07-19T20:44:25-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","20:45:03	20:46:02	Confirmed activity, cat in the box, non-elimination",Ryan,7211,,8291,15976,11277.34585,3076.117705,119.175,0,0
22,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo5NzFmODkwYi05NzhjLTRkNzYtYWQ0ZC03YWRmYWJkYTFkYWQ=,2020-09-07T19:01:12-05:00,"['cat in box', 'urination']",,Ryan,6438,,7482,14883,11149.45817,3160.23188,103.974932,8,11
23,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo5OTJhMTVkYi01ZWI0LTQ5NzUtOTJiNC05ZmY3YjEzMGZhODg=,2020-07-31T11:08:56-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","11:09:43	11:10:03	Confirmed activity, cat in the box, non-elimination",Ryan,7141,,6039,13738,11502.08417,2959.17905,59.975,6,4
24,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo5ZTgxOGFkMy0zNDM5LTRkM2YtOTBkNS1hN2FiNzBhNGYwN2M=,2020-09-06T10:26:43-05:00,"['cat in box', 'defecation']",,Ryan,5662,,7725,15578,11813.44484,2795.936758,183.974932,42,39
25,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjo5ZWVmMmY2My02OTAzLTRjY2MtYmU1ZC04NGY5OWNmNjdmMDc=,2020-08-12T08:24:40-05:00,"['cat in box', 'synapse_labeled', 'urination']","8:23:56	8:26:54	Confirmed activity, cat in the box, urination",Ryan,7181,,5900,14019,9252.298828,3516.351802,127.974931,16,0
26,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjowM2IxNjU4Zi04NDE0LTQ5YTMtYjZjZi05ZGM2MjZkMDkyYjE=,2020-09-06T03:19:40-05:00,"['non_elimination', 'cat in box']",,Ryan,6532,,8096,15284,9213.409054,2211.313808,62.374934,6,0
27,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjowMTQ1NzEyZC02ZDBmLTQ2MDEtYTdlMS0zZDNhODAwYmU1MzQ=,2020-08-08T16:13:40-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","16:14:23	16:15:11	Confirmed activity, cat in the box, non-elimination",Ryan,7229,,5064,13082,8698.001488,3556.477975,67.175,6,18
28,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjowOWU5ZWRjNS0wNTJiLTRiNTUtOTgzNy1jMDhlODJmNTVhNGU=,2020-09-01T12:06:46-05:00,"['urination', 'cat in box']",,Ryan,6394,,8816,15899,11498.15718,2910.912251,134.374941,24,5
29,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjowZDAwMTNhNS0wMTZjLTQ2YjEtYjRmNy1hOWIxNjA5YjdlMTU=,2020-08-09T01:32:37-05:00,"['cat in box', 'synapse_labeled', 'defecation']","1:33:32	1:36:50	Confirmed activity, cat in the box, defecation",Ryan,6566,,5169,13556,10593.4555,2918.348751,252.775,155,77
30,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjowZjZmY2RjZi01ODBiLTRmMzktODQ4ZS03M2I2MDRiYjhmZWQ=,2020-07-15T13:59:24-05:00,"['cat in box', 'urination']","13:59:40 PM	14:00:31	Confirmed activity, cat in the box, urination",Ryan,7201,,5181,13768,8273.90375,3532.353521,99.975,7,30
31,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoxMDY3ZWI0OC03NGQ5LTRjYjktYWFiNS01ZWIzYjdjMTI0MmQ=,2020-07-09T07:07:04-05:00,"['urination', 'cat in box']",,Ryan,7178,,4471,12527,7931.15017,3557.419865,176.775,20,22
32,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoxMzA0OGZmZC1kYjFiLTRmNzktYTliMC1mNmIyZjJmNzNlYTM=,2020-08-10T08:02:26-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","8:03:08	8:04:34	Confirmed activity, cat in the box, non-elimination",Ryan,6526,,5137,12465,8670.41944,2985.012222,123.175,34,16
33,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoxOWRjNzUzZC1jYjc5LTQyYTQtYmMxZi0zMzY1NjgxMWE2MGM=,2020-07-20T10:45:01-05:00,"['cat in box', 'synapse_labeled', 'defecation']","10:45:38	10:47:25	Confirmed activity, cat in the box, defecation",Ryan,6743,,7718,15909,12192.65993,3307.181905,163.175,48,0
34,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoxYTdhNmRkOC1jMDY5LTRlN2EtYTgxZC05MWMwOTliMzlkM2E=,2020-07-15T14:09:01-05:00,"['cat in box', 'synapse_labeled', 'elimination', 'defecation']","14:09:27	14:11:28	Confirmed activity, cat in the box, defecation",Ryan,7187,,5310,14626,10101.34541,3362.103744,180.775,104,54
35,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoxYzRmMzUwNy1jM2Y4LTQ2MzUtYWFhZC03NDcxNDQzODZlZDU=,2020-08-10T04:33:39-05:00,"['cat in box', 'synapse_labeled', 'urination']","4:34:23	4:35:33	Confirmed activity, cat in the box, urination",Ryan,6449,,5157,12085,8193.607955,3097.987634,114.375,4,36
36,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoyNjVhNzU3MC1iOWM4LTRjNTctYjJmYi1jZGQxNDAxZTdjNTU=,2020-09-07T18:52:10-05:00,"['cat in box', 'defecation']",,Ryan,5984,,7184,15351,11725.23701,2933.068616,203.974936,34,82
37,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoyNmNiMTFlMy1jMTY0LTQ3NjYtYWE3OS01N2MxMDZlMTFmMzU=,2020-08-07T04:34:12-05:00,"['cat in box', 'synapse_labeled', 'urination']","4:34:16	4:36:14	Confirmed activity, cat in the box, urination",Ryan,6915,,4895,12249,8498.097682,3318.306641,120.775,23,47
38,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoyOGIwM2QxOS1mZGI0LTQxMTUtODc4YS1mYjMyOTQzZTVjODM=,2020-08-09T08:57:37-05:00,"['cat in box', 'synapse_labeled', 'defecation']","8:58:24	9:00:24	Confirmed activity, cat in the box, defecation",Ryan,6822,,5066,13116,9303.586561,3128.983843,170.375,45,76
39,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjoyZTM5YWViYS00ODdlLTRiMGYtYjc3Yi1jOTdmNmI3NmFmZTI=,2020-07-08T12:29:00-05:00,"['cat in box', 'non_elimination']",,Ryan,7169,,4426,12938,7311.872417,3501.106322,96.775,4,11
40,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjozOWE2M2JhYS1lMjcxLTQ2OGMtOTYxZS01ZWYzN2Y2NmIyN2E=,2020-09-04T10:53:45-05:00,"['non_elimination', 'cat in box']",,Ryan,6570,,8336,15257,9916.030478,2609.004596,64.774931,4,0
41,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjphMGU5NzZjZi04ZTBmLTQzYTQtYWJlYy0yOGFiYTBiOWNlOWQ=,2020-08-04T10:55:45-05:00,"['cat in box', 'defecation']","10:58:46	11:00:17	Confirmed activity, cat in the box, defecation",Ryan,6648,,5030,13262,7816.204272,3224.776702,315.975,71,4
42,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjphNDEwZDExOS05NjliLTQ5NTUtODQxZi05NzlkNDNjN2MyYzQ=,2020-09-05T06:40:36-05:00,"['urination', 'cat in box']",,Ryan,6883,,8388,16145,12128.66333,3306.705843,59.975011,15,6
43,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjphNDQ3OTVlOC1kOGU0LTQyMjEtOGIzNS1lODg1M2ExZGE2YzA=,2020-08-08T06:54:25-05:00,"['cat in box', 'synapse_labeled', 'urination']","6:55:17	6:56:09	Confirmed activity, cat in the box, urination",Ryan,7149,,4778,12436,8297.924895,3498.41051,95.175,22,16
44,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjphNGQwNDgzMy0zNmNmLTQ4YjctYWNlOS03OGVjOTg5ZjkyMmY=,2020-09-04T11:04:25-05:00,"['non_elimination', 'cat in box']",,Ryan,6840,,8330,17052,11102.78125,3195.487598,67.174931,10,3
45,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjphOGE5YjUwYS04MjIwLTRlYTYtYmQ0NC00ZmFhMDM5NmJjNWQ=,2020-07-19T12:47:00-05:00,"['cat in box', 'synapse_labeled', 'urination']","12:47:41	12:48:27	Confirmed activity, cat in the box, urination",Ryan,7083,,8354,16018,11275.8226,3291.000715,106.375,0,0
46,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjphYTMwYTMzZS1kM2I4LTRkNDAtOWZjNy1mMGVkZTdmNDdlMDg=,2020-08-08T20:38:50-05:00,"['cat in box', 'synapse_labeled', 'urination']","20:39:34	20:40:51	Confirmed activity, cat in the box, urination",Ryan,7198,,5102,13173,8768.11278,3543.425247,124.775,31,33
47,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpiMDc0MWQzYy0zNDJkLTQyNWUtYmI2ZS0xNTkyMmRmMTcyNTg=,2020-07-20T04:32:53-05:00,"['cat in box', 'non_elimination', 'synapse_labeled']","4:32:41	4:34:10	Confirmed activity, cat in the box, non-elimination",Ryan,6706,,8192,17134,10743.79828,2975.021028,115.975,0,0
48,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpiNGExYTVhYy1lYWVmLTRkZmUtOTNiMy03N2IxMmY4MjI1Y2M=,2020-09-01T12:23:33-05:00,"['cat in box', 'non_elimination']",,Ryan,6584,,8804,15893,9483.694164,1884.039727,108.774941,7,9
49,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpiNGU3MjYyOS0zZjlmLTQ4NmYtYjc3My05YTkzMjNkNzYyYTE=,2020-07-16T12:21:18-05:00,"['cat in box', 'synapse_labeled', 'elimination', 'defecation']","12:21:45	12:23:20	Confirmed activity, cat in the box, defecation",Ryan,7121,,6949,15226,11374.08086,3421.929571,155.175,52,6
50,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpiYjAwNWEwYS1kYmUzLTQ4YzgtYmUzMy03NjI3OTFmYzExYzI=,2020-07-16T23:04:56-05:00,"['cat in box', 'non_elimination']","23:05:23	23:05:50	Confirmed activity, cat in the box, non-elimination",Ryan,7234,,6928,14482,9798.76068,3402.850403,63.175,8,0
51,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpjMWQyNGFlMy0xYmRhLTQ3MTUtYThkNC1kZjRjZTQ2YjViYzE=,2020-07-09T03:00:46-05:00,"['urination', 'cat in box']",,Ryan,7181,,4402,12490,7817.494829,3558.809989,111.175,43,2
52,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpjNTc2NzE1NC05YTU4LTQ5MTEtYWUyMC1jMWY0YWZhNTdhN2U=,2020-07-19T04:15:41-05:00,"['cat in box', 'synapse_labeled', 'urination']","4:16:22	4:17:41	Confirmed activity, cat in the box, urination",Ryan,6961,,6760,14919,10623.16513,3315.493024,140.775,15,0
53,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpjODg2OTY2Yi0wYjgwLTRmNzItODIzZC1kZDc5ZDVlYjU1N2Q=,2020-09-08T04:32:58-05:00,"['cat in box', 'defecation']",,Ryan,6451,,7843,15408,11739.5719,2702.717809,204.77494,14,151
54,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpjYjU2MmJiYi1mNzhmLTRjN2MtOTQyNi0wYzU3OGNkNGYwMDA=,2020-07-16T23:03:12-05:00,"['cat in box', 'synapse_labeled', 'defecation']","23:03:21	23:04:07	Confirmed activity, cat in the box, non-elimination",Ryan,7240,,6948,14483,10097.70583,3467.928011,59.975,4,0
55,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpjYWIyOTFjNy0wMTI3LTQ5MGYtOWQzMC03NWE5MzQxZDdhZDE=,2020-08-01T10:19:24-05:00,"['cat in box', 'synapse_labeled', 'elimination', 'defecation']",,Ryan,7124,,5904,14314,10289.46142,3339.012875,156.775,85,71
56,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpjZWFiNTBjMi00Yzc3LTQ2N2UtYWY3NS0zNmIyMDczNWNkZjE=,2020-07-18T14:38:25-05:00,"['non_elimination', 'cat in box']","14:39:05	14:39:28	Confirmed activity, cat in the box, non-elimination",Ryan,6954,,6746,14460,8587.741286,2981.134208,83.175,4,0
57,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpkM2Q5ODYzOS00M2Y3LTRkZDktOWRhZi01NDM1NmUxMmIyNGU=,2020-08-12T10:37:19-05:00,"['cat in box', 'synapse_labeled', 'defecation']","10:38:00	10:40:07	Confirmed activity, cat in the box, defecation",Ryan,7150,,5963,14797,9999.783288,3522.649348,183.974939,48,10
58,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpkMWRlMDZiZS0wOGMyLTRkYzEtYWY1YS03YjlmZjNjZjUwNDY=,2020-08-05T20:03:06-05:00,"['urination', 'cat in box']","20:03:52	20:04:19	Confirmed activity, cat in the box, urination",Ryan,7264,,5056,12887,6699.612956,3003.664791,76.775,11,0
59,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpkOTQ3ZGE0MC03ZTViLTQyNDQtYjNjYy0wNDM0ZjRlNGYzMTE=,2020-09-06T13:20:14-05:00,"['urination', 'cat in box']",,Ryan,5822,,7734,14688,12001.63292,2631.006782,59.97494,4,6
60,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpkYmQwMzQwOC0wOGVmLTQ0ZWUtYTQxMi1lNmQyOWI0YTcyZDg=,2020-07-31T11:06:35-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","11:07:05	11:08:00	Confirmed activity, cat in the box, non-elimination",Ryan,7170,,6030,14087,9339.96875,3531.348381,79.975,8,16
61,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjplYjI0NjY3NS0zMDYzLTRlYjItYjY2Zi04ZjU2MTJkMDk2YTQ=,2020-09-01T12:26:34-05:00,"['cat in box', 'non_elimination']",,Ryan,3990,,8759,13266,9197.351953,1061.830488,63.974932,2,0
62,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpmMTM2OTk5MC1lZTdiLTQxMWYtODkzMC1iZjIzMzkzNDM3NTQ=,2020-08-11T20:59:12-05:00,"['cat in box', 'synapse_labeled', 'urination']","20:59:10	21:01:04	Confirmed activity, cat in the box, urination",Ryan,6575,,4257,12202,7536.929078,3306.932303,112.774956,31,31
63,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpmNzQ3ODFiZC1iZDZkLTQxODItYWI3OS01ZWQwNDI0OTQ3OGE=,2020-08-07T21:44:52-05:00,"['cat in box', 'synapse_labeled', 'urination']","21:45:48	21:47:28	Confirmed activity, cat in the box, urination",Ryan,7165,,4744,12534,9433.396443,3276.566741,150.375,25,32
64,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpmODZmNDY2MC01NzkxLTQ5ZDgtYTMzNC01OGRkZmQ1ZjcwYTM=,2020-09-05T10:53:28-05:00,"['defecation', 'cat in box']",,Ryan,3070,,8057,16739,11128.87335,2949.102859,135.974951,52,0
65,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpmYjhlYjQzYy1kNWMzLTQyOTAtYTU3MC0yMmU1ODhhYmM4MzU=,2020-09-04T11:07:33-05:00,"['cat in box', 'defecation']",,Ryan,6547,,8382,16480,12018.07199,3096.049608,152.774969,57,34
66,VA00000000000017,RXZlbnRJbmZvcm1hdGlvbjpmZjhiOWRjOS00MDM1LTQ5ZTctOTM0Ny03NjA5ZTNmMGIyNzQ=,2020-09-04T10:42:10-05:00,"['non_elimination', 'cat in box']",,Ryan,3430,,8339,13036,10285.89063,1825.493803,81.574937,2,10
67,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo0NjVhM2Q4Zi1mYmIwLTRiOTUtYWFjMC05ODIwZGUyZTA4NmI=,2020-07-01T04:32:19-05:00,"['urination', 'cat in box']",,Star Lord,0,,10401,10458,10410.5375,8.747407762,59.975,0,0
68,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo0OWQ4NDkyNy01NmYwLTRiMWItYTA1Ni00MDZkOWJhMzkzNGY=,2020-07-08T07:31:17-05:00,"['cat in box', 'non_elimination']",,Star Lord,3126,,7230,13453,7662.767323,1309.45783,147.175,15,7
69,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo0Y2E2YmYyZS0wOGZhLTRkZDctYTM3Yi05NDhjZWE5YjkzYWM=,2020-07-30T21:23:34-05:00,"['cat in box', 'synapse_labeled', 'urination']","21:23:56	21:24:25	Confirmed activity, cat in the box, urination, front trimmed",Star Lord,3601,,8420,14073,9479.990902,1667.298743,63.175,34,17
70,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo0ZjViZjRmMC0wMzJjLTRhYmQtYWRmMS1iNjY1YmNiMjU4M2Q=,2020-07-18T07:26:16-05:00,"['urination', 'cat in box']","7:27:11	7:28:37	Confirmed activity, cat in the box, urination",Star Lord,5193,,8048,16079,11400.55894,2498.813104,161.575,97,64
71,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo1MDVlNmFlMi1iMjI1LTQ2NGEtOTkwYS00NTg5MzY1OWRjZmM=,2020-07-16T08:41:01-05:00,"['cat in box', 'synapse_labeled', 'defecation']","8:41:19	8:44:01	Confirmed activity, cat in the box, defecation",Star Lord,5167,,8427,14546,11846.45825,2439.699018,211.975,6,94
72,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo1NDgzOTVmZi1iMjQ2LTRlZGItOTRjYy04YjI4Nzg1OTlmZmM=,2020-07-07T06:46:11-05:00,"['cat in box', 'urination']",,Star Lord,4910,,7444,13394,10606.45182,2345.029969,153.575,63,23
73,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo1NmM0ZGZhMi1lMGM5LTRjYzctOGYwYS1jYTY3MjVjM2NlZWE=,2020-07-25T06:57:19-05:00,"['cat in box', 'synapse_labeled', 'urination']","6:57:04	6:58:16	Confirmed activity, cat in the box, urination, front trimmed",Star Lord,5368,,9089,14974,10128,2053.61413,65.575,2,29
74,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo1YmRmMTgxNC1jZDQxLTRkZGEtOTYzOC05ZDFiNTBlNDYzYTY=,2020-07-02T07:17:00-05:00,"['urination', 'cat in box']",,Star Lord,5297,,9950,18779,11776.92292,1941.499168,71.975,2,0
75,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo2MDlkNzUyMC1mMzQwLTQzNzktYmRlYi1mMjMxZTRhNGRkNzA=,2020-08-09T23:27:29-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","23:28:07	23:28:52	Confirmed activity, cat in the box, non-elimination",Star Lord,5300,,7190,12998,9023.356,2280.540438,99.975,17,31
76,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo2MjcwZDAzZi0wNWMzLTQ0NWItOTExMC0xMzU4ODYyYmNjOTA=,2020-08-02T10:58:55-05:00,"['cat in box', 'synapse_labeled', 'defecation']","10:59:54	11:01:47	Confirmed activity, cat in the box, defecation",Star Lord,5216,,7952,14392,11275.71705,2480.918049,175.975,36,30
77,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo2YjY5ZDViZi0xMTRhLTRmNTUtYTcxYS1hODM3NmIyNDg0ZjY=,2020-07-17T03:13:36-05:00,"['cat in box', 'synapse_labeled', 'non_elimination']","3:13:26	3:14:09	Confirmed activity, cat in the box, non-elimination",Star Lord,5196,,8192,13878,8902.096946,1430.215669,70.375,11,1
78,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo3NGVkMDY3My00N2EyLTQ3YWEtYmUwNy0yMGM0OTMyMDUzYzU=,2020-08-08T06:55:34-05:00,"['cat in box', 'synapse_labeled', 'urination']","6:56:16	6:57:46	Confirmed activity, cat in the box, urination",Star Lord,5282,,6325,14595,9691.032904,2316.907222,135.975,13,0
79,VA00000000000020,RXZlbnRJbmZvcm1hdGlvbjo3Y2RhZDA3YS1kZWE2LTRiMmItYjMyNS1lYTA0MjJiNGVjYjA=,2020-06-30T17:10:44-05:00,"['non_elimination', 'cat in box']",,Star Lord,4539,,10348,15982,11975.75221,1983.896008,90.375,5,0
